service_id,service_en,service_fr,org_id,org_name_en,org_name_fr
3712,id not used,identifiant pas utilisé,46,Canada Revenue Agency,Agence du revenu du Canada
3711,Applications to register new pension plans and deferred profit sharing plans,Demandes d’agrément des régimes de pension et des régimes de participation différée aux bénéfices,46,Canada Revenue Agency,Agence du revenu du Canada
3710,Deferred Income and savings plans specimens reviews,Régimes de revenu différé et d’épargne (spécimens),46,Canada Revenue Agency,Agence du revenu du Canada
3709,Deferred Income and Savings Plans written enquiries,Régimes de revenu différé – Réponse aux demandes écrites,46,Canada Revenue Agency,Agence du revenu du Canada
3708,IDEaS Innovation Support Referals (IRS) Program,Programme de références pour le soutien à l’innovation (RSI) d’IDEeS,133,National Defence,Défense nationale
3707,Media Relations,Relations avec les médias,65,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments
3706,id not used,identifiant pas utilisé,65,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments
3705,Import Admissibility,Admissibilité à l'importation,65,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments
3704,Independent Legal Assistance,L'assistance juridique indépendante,133,National Defence,Défense nationale
3703,Peer Support Program,Programme de soutien par les pairs,133,National Defence,Défense nationale
3702,Outreach,Rayonnement,133,National Defence,Défense nationale
3701,​Innovation for Defence Excellence and Security (IDEaS) Marketplace,"​Marché Innovation pour la défense, l'excellence et la sécurité (IDEeS)",133,National Defence,Défense nationale
3700,Indigenous Partnership Fund,Le Fonds pour les partenariats avec les Autochtones,132,Department of Justice Canada,Ministère de la Justice Canada
3699,Payment of judges' allowance claims,Paiement des indemnités de juges,240,Office of the Commissioner for Federal Judicial Affairs Canada,Commissariat à la magistrature fédérale Canada
3698,Payment of judges' salaries,Paiement des salaires des juges,240,Office of the Commissioner for Federal Judicial Affairs Canada,Commissariat à la magistrature fédérale Canada
3697,id not used,identifiant pas utilisé,302,National Security and Intelligence Review Agency Secretariat,Secrétariat de l’Office de surveillance des activités en matière de sécurité nationale et de renseignement
3696,id not used,identifiant pas utilisé,110,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada
3695,"Access to social, cultural, heritage and sports activities for the public at large (no fee)","Accès à des activités socio-culturelles, patrimoniales et sportives gratuites pour le grand public (sans frais)",218,The National Battlefields Commission,Commission des champs de bataille nationaux
3694,Receipt of requests from the media and public at large (no fee),Réception des demandes des médias et du public (sans frais),218,The National Battlefields Commission,Commission des champs de bataille nationaux
3693,Access to archives (no fee),Accès aux archives (sans frais,218,The National Battlefields Commission,Commission des champs de bataille nationaux
3692,Access to a parking space,Accès à une place de stationnement,218,The National Battlefields Commission,Commission des champs de bataille nationaux
3691,"Access to social, cultural and heritage content online (no fee)",Accès à du contenu socio-culturel et patrimonial en ligne (sans frais),218,The National Battlefields Commission,Commission des champs de bataille nationaux
3690,Access to activities at the Plains of Abraham Museum,Accès aux activités du Musée des plaines d'Abraham,218,The National Battlefields Commission,Commission des champs de bataille nationaux
3689,Small Craft Harbours Grant and Contribution Programs,Programmes de subventions et de contributions pour les ports pour petits bateaux,125,Fisheries and Oceans Canada,Pêches et Océans Canada
3688,Small Craft Harbours,Ports pour petits bateaux,125,Fisheries and Oceans Canada,Pêches et Océans Canada
3687,MPA Activity Plan Application Process,Processus de demande d'activités pour la ZPM - Anguniaqvia niqiqyuam,125,Fisheries and Oceans Canada,Pêches et Océans Canada
3686,Indigenous Program Agreements,Accords sur les programmes autochtones,125,Fisheries and Oceans Canada,Pêches et Océans Canada
3685,Grants and Contributions Programs,Programmes de subventions et contributions,12,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique
3684,Research Support Process,Processus de soutien à la recherche,552,Polar Knowledge Canada,Savoir polaire Canada
3683,id not used,identifiant pas utilisé,326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
3682,id not used,identifiant pas utilisé,326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
3681,id not used,identifiant pas utilisé,326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
3680,id not used,identifiant pas utilisé,326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
3679,id not used,identifiant pas utilisé,326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
3678,Human resources statistics,Statistiques concernant les ressources humaines,326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
3677,Student Experience Survey,Sondage sur l'experience etudiante (SEE),326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
3676,Diversity and inclusion statistics,Statistiques sur la diversité et l'inclusion,326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
3675,Finance Data Innovation Radar,Radar de l'innovation en matière de finance,326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
3674,Job Classification Data,Données sur la classification des emplois,326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
3673,System for Official Languages Obligations (SOLO),Système pour les obligations en langues officielles (SOLO),326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
3672,Enforcement and Compliance - Accessibilty,Exécution et conformité - Accessibilité,71,Canadian Human Rights Commission,Commission canadienne des droits de la personne
3671,Enforcement and Compliance - Pay Equity,Exécution et conformité - Équité salariale,71,Canadian Human Rights Commission,Commission canadienne des droits de la personne
3670,Complaint Management - Accessibility,Gestion des plaintes - Accessibilité,71,Canadian Human Rights Commission,Commission canadienne des droits de la personne
3669,Complaint Management - Pay Equity,Gestion des plaintes - Équité salariale,71,Canadian Human Rights Commission,Commission canadienne des droits de la personne
3668,Outreach and Education - Accessibility,Sensibilisation et éducation - Accessibilité,71,Canadian Human Rights Commission,Commission canadienne des droits de la personne
3667,Outreach and Education - Pay Equity,Sensibilisation et éducation - Équité salariale,71,Canadian Human Rights Commission,Commission canadienne des droits de la personne
3666,Outreach and Promotion - Human Rights,Sensibilisation et promotion - Droits de la personne,71,Canadian Human Rights Commission,Commission canadienne des droits de la personne
3665,Flight Tests Conducted by the Department of Transport,Tests en vol effectués par le ministère des Transports,138,Transport Canada,Transports Canada
3664,Marking and lighting of obstacles to air navigation,Balisage et éclairage des obstacles à la navigation aérienne,138,Transport Canada,Transports Canada
3663,Marine Pilotage Licence or Pilotage Certificate,Brevet de pilote ou certificat de pilotage maritime,138,Transport Canada,Transports Canada
3662,Marine Medical Examiner Designation,Désignation des médecins examinateurs de la marine,138,Transport Canada,Transports Canada
3661,Ministerial exemption to an airworthiness directive pursuant to 605.84(3),Exemption ministérielle à une consigne de navigabilité en vertu du paragraphe 605.84(3),138,Transport Canada,Transports Canada
3660,Administrative changes to amend documents under Schedule V,Modification administrative apportée à un document pour lequel une redevance est exigible en vertu de la présente annexe,138,Transport Canada,Transports Canada
3659,Assistance for a formal application for certification,Aide fournie en vue de la préparation d’une demande de services de certification,138,Transport Canada,Transports Canada
3658,Motor Vehicle Safety Call Centre,Centre d'appels pour la sécurité des véhicules automobiles,138,Transport Canada,Transports Canada
